City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
257,Haines Junction,CA,2021-12-02 01:01:19,60.7522,-137.5108,12.4,97,100,2.84
258,Linares,CL,2021-12-02 01:01:20,-35.85,-71.6,58.1,47,34,5.86
259,Kuching,MY,2021-12-02 01:01:20,1.55,110.3333,79.02,89,20,2.3
260,Nanortalik,GL,2021-12-02 01:01:20,60.1432,-45.2371,33.37,95,100,24.99
261,Tena,EC,2021-12-02 01:01:21,-0.9833,-77.8167,70.66,98,36,3.02
262,Geraldton,AU,2021-12-02 01:01:21,-28.7667,114.6,73.13,49,0,17.27
263,Manokwari,ID,2021-12-02 01:02:21,-0.8667,134.0833,81.55,81,100,6.53
264,Shelburne,CA,2021-12-02 01:00:28,44.0787,-80.2041,34.56,86,100,14.23
265,Usuki,JP,2021-12-02 01:02:21,33.1081,131.7878,45.27,52,1,7.36
266,Laguna,US,2021-12-02 01:02:22,38.421,-121.4238,68.65,73,1,1.01
267,Krasnoselkup,RU,2021-12-02 01:02:22,65.7,82.4667,0.43,95,100,11.92
268,Iqaluit,CA,2021-12-02 01:02:03,63.7506,-68.5145,5.47,95,100,3.85
269,Lashio,MM,2021-12-02 01:02:22,22.9333,97.75,55.89,90,32,0.69
270,Mount Gambier,AU,2021-12-02 01:02:23,-37.8333,140.7667,62.51,77,90,10.36
271,Fairbanks,US,2021-12-02 00:59:46,64.8378,-147.7164,-4.7,77,100,3.06
272,Sibolga,ID,2021-12-02 01:02:23,1.7427,98.7792,79.2,78,12,1.25
273,Portland,US,2021-12-02 01:00:40,45.5234,-122.6762,59.77,89,76,1.32
274,Ust-Tsilma,RU,2021-12-02 01:02:23,65.441,52.1498,21.56,97,100,4.94
275,Talara,PE,2021-12-02 01:02:24,-4.5772,-81.2719,66.76,86,100,10.6
276,Labytnangi,RU,2021-12-02 01:02:24,66.6572,66.4183,-0.49,94,100,14.16
277,Hithadhoo,MV,2021-12-02 01:02:24,-0.6,73.0833,81.57,76,91,6.62
278,Tessalit,ML,2021-12-02 01:01:51,20.1986,1.0114,71.42,17,5,9.91
279,Caravelas,BR,2021-12-02 01:02:25,-17.7125,-39.2481,76.19,92,95,11.01
280,Kununurra,AU,2021-12-02 01:00:20,-15.7667,128.7333,98.58,39,100,11.5
281,Peski,RU,2021-12-02 01:02:25,55.2163,38.7626,22.96,84,54,11.63
282,Marsa Matruh,EG,2021-12-02 01:02:25,31.3525,27.2453,63.68,54,100,11.86
283,Kandrian,PG,2021-12-02 01:02:26,-6.2167,149.55,87.24,66,92,5.99
284,Santiago Del Estero,AR,2021-12-02 01:02:26,-27.7951,-64.2615,78.82,39,17,11.05
285,Buala,SB,2021-12-02 01:02:26,-8.145,159.5921,86.34,65,49,1.54
286,Alugan,PH,2021-12-02 01:02:26,12.2188,125.4808,80.47,86,100,13.82
287,Karakol,KG,2021-12-02 01:02:27,42.4907,78.3936,21.25,60,1,6.98
288,Udachnyy,RU,2021-12-02 01:02:27,66.4167,112.4,-14.15,98,100,4.97
289,Belmonte,BR,2021-12-02 01:02:27,-15.8631,-38.8828,77.63,89,100,10.11
290,Aracaju,BR,2021-12-02 01:01:47,-10.9111,-37.0717,80.55,78,0,9.22
291,Mount Isa,AU,2021-12-02 00:58:32,-20.7333,139.5,96.57,20,0,11.5
292,Mnogovershinnyy,RU,2021-12-02 01:02:28,53.9353,139.9242,11.64,91,100,29.8
293,Schertz,US,2021-12-02 01:02:28,29.5522,-98.2697,68.25,84,1,0.0
294,Savannah Bight,HN,2021-12-02 01:02:28,16.45,-85.85,75.99,65,5,7.2
295,Tyukhtet,RU,2021-12-02 01:02:28,56.5389,89.3011,23.13,79,100,12.3
296,Luderitz,NA,2021-12-02 00:59:03,-26.6481,15.1594,60.1,73,2,16.64
297,Poum,NC,2021-12-02 01:02:29,-20.2333,164.0167,81.73,76,25,13.47
298,Sept-Iles,CA,2021-12-02 01:02:29,50.2001,-66.3821,25.05,93,100,6.35
299,Lucapa,AO,2021-12-02 01:02:29,-8.4192,20.7447,64.85,97,100,1.68
300,Fortuna,US,2021-12-02 01:02:30,40.5982,-124.1573,57.85,68,1,5.75
301,Kitgum,UG,2021-12-02 01:02:30,3.2783,32.8867,68.61,55,16,3.6
302,Bousso,TD,2021-12-02 01:02:30,10.4795,16.7117,79.0,20,99,10.09
303,Charleston,US,2021-12-02 01:00:02,32.7766,-79.9309,58.01,71,90,0.0
304,Enid,US,2021-12-02 00:59:08,36.3956,-97.8784,55.15,62,1,6.91
305,Makakilo City,US,2021-12-02 01:00:43,21.3469,-158.0858,82.62,62,20,13.8
306,Kostomuksha,RU,2021-12-02 01:02:31,64.571,30.5767,17.78,95,100,6.51
307,La Ronge,CA,2021-12-02 00:57:43,55.1001,-105.2842,14.25,85,90,5.75
308,San Patricio,US,2021-12-02 00:59:12,28.017,-97.5169,70.05,77,18,6.51
309,Amahai,ID,2021-12-02 01:02:31,-3.3333,128.9167,81.34,78,100,1.79
310,Waingapu,ID,2021-12-02 01:02:31,-9.6567,120.2641,84.15,65,99,4.14
311,Kaputa,ZM,2021-12-02 01:02:32,-8.4689,29.6619,68.04,88,97,3.31
312,Cidreira,BR,2021-12-02 01:03:32,-30.1811,-50.2056,65.34,71,16,7.61
313,Guntakal,IN,2021-12-02 01:03:32,15.1667,77.3833,67.84,92,9,8.99
314,Sitka,US,2021-12-02 01:03:33,57.0531,-135.33,35.49,69,75,5.75
315,Paoua,CF,2021-12-02 01:03:33,7.2427,16.4406,71.56,31,10,2.42
316,Salinopolis,BR,2021-12-02 01:03:33,-0.6136,-47.3561,81.14,79,97,11.86
317,Karratha,AU,2021-12-02 01:03:33,-20.7377,116.8463,94.17,23,3,12.26
318,Tazovskiy,RU,2021-12-02 01:03:34,67.4667,78.7,-9.85,97,100,12.62
319,Kavaratti,IN,2021-12-02 01:03:34,10.5669,72.642,81.84,79,49,12.73
320,Shikarpur,PK,2021-12-02 01:03:34,27.9571,68.6379,57.09,25,0,4.05
321,Lodja,CD,2021-12-02 01:03:35,-3.4833,23.4333,67.8,99,100,1.41
322,Kozyatyn,UA,2021-12-02 01:03:35,49.7143,28.8339,32.0,86,100,14.34
323,Redmond,US,2021-12-02 01:03:07,47.674,-122.1215,58.39,81,100,5.99
324,Te Horo,NZ,2021-12-02 01:03:35,-40.8084,175.1233,70.86,68,100,4.0
325,Ust-Nera,RU,2021-12-02 00:59:22,64.5667,143.2,-44.34,100,91,5.03
326,Morogoro,TZ,2021-12-02 01:03:36,-6.8167,37.6667,68.52,96,21,1.16
327,Disna,BY,2021-12-02 01:03:36,55.568,28.1971,25.57,87,100,7.58
328,Merrill,US,2021-12-02 01:03:36,45.1805,-89.6835,42.57,93,40,8.05
329,Clyde River,CA,2021-12-02 01:03:16,70.4692,-68.5914,7.23,94,100,9.6
330,Bandarbeyla,SO,2021-12-02 01:03:37,9.4942,50.8122,74.75,64,0,13.73
331,Gemena,CD,2021-12-02 01:03:37,3.25,19.7667,69.55,96,98,3.02
332,Tasiilaq,GL,2021-12-02 01:03:11,65.6145,-37.6368,25.9,93,100,30.85
333,Khor,RU,2021-12-02 01:03:37,47.8861,134.9464,3.2,86,6,9.42
334,Tura,IN,2021-12-02 01:03:38,25.5198,90.2201,62.31,69,71,3.56
335,Batemans Bay,AU,2021-12-02 01:03:38,-35.7167,150.1833,87.19,58,1,8.34
336,Torres,BR,2021-12-02 01:03:38,-29.3353,-49.7269,65.82,69,83,5.99
337,Swan Hill,AU,2021-12-02 01:03:12,-35.3378,143.5544,91.2,28,71,10.2
338,Jieshi,CN,2021-12-02 01:03:39,22.8134,115.8257,55.94,44,16,8.97
339,Akyab,MM,2021-12-02 01:03:39,20.15,92.9,71.22,67,88,5.88
340,Zarubino,RU,2021-12-02 01:03:39,42.63,131.0922,28.54,50,19,12.06
341,Tautira,PF,2021-12-02 01:02:01,-17.7333,-149.15,86.02,76,100,19.69
342,Shabo,UA,2021-12-02 01:03:40,46.1326,30.386,34.25,68,83,11.1
343,Inhambane,MZ,2021-12-02 01:03:40,-23.865,35.3833,72.7,86,62,10.85
344,Bitlis,TR,2021-12-02 01:03:40,38.5,42.25,29.84,96,63,4.9
345,Alihe,CN,2021-12-02 01:03:40,50.5667,123.7167,13.24,85,100,4.97
346,Vostok,RU,2021-12-02 01:03:41,46.4856,135.8833,2.57,85,24,6.26
347,Road Town,VG,2021-12-02 01:00:18,18.4167,-64.6167,80.01,78,82,19.51
348,Tacuati,PY,2021-12-02 01:03:41,-23.45,-56.5833,74.61,51,0,2.57
349,Borgo San Dalmazzo,IT,2021-12-02 01:03:41,44.333,7.4858,44.13,70,100,2.17
350,Phalodi,IN,2021-12-02 01:03:42,27.1333,72.3667,65.07,28,100,7.76
351,Garowe,SO,2021-12-02 01:03:42,8.4054,48.4845,65.7,71,45,6.8
352,Roald,NO,2021-12-02 01:03:42,62.5833,6.1333,33.01,93,75,4.61
353,Honningsvag,NO,2021-12-02 01:03:43,70.9821,25.9704,36.16,60,100,29.93
354,Kruisfontein,ZA,2021-12-02 01:03:43,-34.0033,24.7314,63.88,90,100,12.86
355,Teguldet,RU,2021-12-02 01:03:43,57.3064,88.1667,21.45,81,100,10.78
356,Mabaruma,GY,2021-12-02 01:03:44,8.2,-59.7833,75.54,92,100,3.4
357,Manacapuru,BR,2021-12-02 01:03:44,-3.2997,-60.6206,77.58,86,99,4.85
358,Praia,CV,2021-12-02 01:03:44,14.9215,-23.5087,74.23,68,100,15.84
359,Prykolotne,UA,2021-12-02 01:03:44,50.1604,37.3474,25.52,79,7,7.9
360,Plotnikovo,RU,2021-12-02 01:04:45,55.0247,85.9436,16.14,90,100,5.97
361,Letnyaya Stavka,RU,2021-12-02 01:04:45,45.4306,43.4472,37.42,95,100,12.48
362,Saint Pete Beach,US,2021-12-02 01:02:46,27.7253,-82.7412,69.12,72,70,4.21
363,Tuy Hoa,VN,2021-12-02 01:04:45,13.0833,109.3,71.78,89,100,12.73
364,Bosaso,SO,2021-12-02 01:04:25,11.2842,49.1816,71.73,60,0,2.35
365,Bubaque,GW,2021-12-02 01:04:46,11.2833,-15.8333,81.79,63,100,15.21
366,Rorvik,NO,2021-12-02 01:03:10,64.8621,11.2373,30.79,81,100,8.9
367,Namibe,AO,2021-12-02 01:04:47,-15.1961,12.1522,70.7,80,80,5.5
368,Okakarara,NA,2021-12-02 01:04:47,-20.5833,17.4333,74.44,32,100,5.3
369,Yulara,AU,2021-12-02 01:04:47,-25.2406,130.9889,96.51,11,0,4.21
370,Murray Bridge,AU,2021-12-02 01:04:47,-35.1167,139.2667,82.83,54,15,11.56
371,Dafeng,CN,2021-12-02 01:04:48,23.4517,108.5881,57.02,49,35,3.47
372,Ekhabi,RU,2021-12-02 01:04:48,53.5102,142.9671,23.18,89,100,50.89
373,Kahului,US,2021-12-02 01:04:48,20.8947,-156.47,83.46,76,40,20.71
374,Mayumba,GA,2021-12-02 01:04:49,-3.432,10.6554,76.14,88,99,4.41
375,Guayaramerin,BO,2021-12-02 01:04:49,-10.8368,-65.3614,78.46,81,100,4.88
376,Fare,PF,2021-12-02 01:04:49,-16.7,-151.0167,81.16,74,100,18.32
377,Mikhaylovka,RU,2021-12-02 01:04:50,50.06,43.2379,30.78,97,72,9.6
378,Sambava,MG,2021-12-02 01:04:50,-14.2667,50.1667,75.2,84,46,8.77
379,Preeceville,CA,2021-12-02 01:04:50,51.95,-102.6677,34.56,86,100,20.65
380,Kaitangata,NZ,2021-12-02 01:04:51,-46.2817,169.8464,64.92,77,100,9.35
381,Falun,SE,2021-12-02 01:04:51,60.6036,15.626,7.21,73,100,2.89
382,Muzaffarabad,PK,2021-12-02 01:04:51,34.37,73.4711,51.55,19,100,5.88
383,Coahuayana,MX,2021-12-02 01:04:51,18.7333,-103.6833,81.88,81,0,2.15
384,Atambua,ID,2021-12-02 01:04:52,-9.1061,124.8925,84.04,59,100,1.5
385,Port Arthur,CN,2021-12-02 01:04:52,38.8,121.2667,44.82,58,6,27.42
386,Noumea,NC,2021-12-02 01:00:11,-22.2763,166.4572,84.99,99,94,10.04
387,Ankazobe,MG,2021-12-02 01:04:53,-18.3167,47.1167,61.21,91,99,4.99
388,Whitianga,NZ,2021-12-02 01:04:53,-36.8333,175.7,68.02,70,93,7.61
389,Kazerun,IR,2021-12-02 01:04:53,29.6195,51.6541,57.11,46,71,2.06
390,Bonavista,CA,2021-12-02 01:04:54,48.6499,-53.1147,35.11,70,3,13.96
391,San Jeronimo,PE,2021-12-02 01:04:54,-11.9472,-75.2829,54.97,75,98,3.53
392,Keningau,MY,2021-12-02 01:04:54,5.3378,116.1602,79.25,71,100,1.28
393,Naze,JP,2021-12-02 01:04:54,28.3667,129.4833,57.85,65,100,13.27
394,Taoudenni,ML,2021-12-02 01:04:55,22.6783,-3.9836,67.51,15,100,11.7
395,Auki,SB,2021-12-02 01:04:55,-8.7676,160.7034,83.73,74,100,3.65
396,Vermilion,US,2021-12-02 01:03:17,40.1667,-87.7506,48.56,91,1,6.91
397,Taubate,BR,2021-12-02 01:04:55,-23.0264,-45.5553,68.61,97,6,0.87
398,Port Macquarie,AU,2021-12-02 01:04:56,-31.4333,152.9167,75.88,73,27,10.92
399,Normandin,CA,2021-12-02 01:04:56,48.8333,-72.5321,17.91,78,100,2.3
400,Klaksvik,FO,2021-12-02 01:04:56,62.2266,-6.589,34.72,60,99,27.81
401,Tamandare,BR,2021-12-02 01:04:57,-8.7597,-35.1047,78.35,82,74,9.17
402,Larsnes,NO,2021-12-02 01:04:57,62.2028,5.5773,32.68,68,99,19.48
403,Sao Joao Da Barra,BR,2021-12-02 01:04:57,-21.6403,-41.0511,72.43,95,2,8.01
404,Burkburnett,US,2021-12-02 01:04:06,34.0979,-98.5706,64.72,52,1,0.0
405,Tacoronte,ES,2021-12-02 01:04:58,28.4769,-16.4102,63.81,80,20,1.99
406,Viedma,AR,2021-12-02 01:05:58,-40.8135,-62.9967,69.3,56,100,18.7
407,Pangody,RU,2021-12-02 01:05:58,65.85,74.4859,-0.35,96,100,12.84
408,Omsukchan,RU,2021-12-02 01:05:58,62.5333,155.8,-20.2,95,100,8.14
409,Kalmunai,LK,2021-12-02 01:05:59,7.4167,81.8167,76.08,85,65,4.79
410,Ariquemes,BR,2021-12-02 01:05:59,-9.9133,-63.0408,73.56,98,100,3.22
411,Jati,PK,2021-12-02 01:05:59,24.3539,68.2671,68.32,73,0,4.34
412,Rodrigues Alves,BR,2021-12-02 01:06:00,-7.738,-72.6509,74.12,96,100,3.24
413,Prince Rupert,CA,2021-12-02 01:06:00,54.3161,-130.3201,38.23,72,100,16.58
414,San Juan,AR,2021-12-02 01:06:00,-31.5375,-68.5364,81.52,30,0,9.42
415,Kudahuvadhoo,MV,2021-12-02 01:06:00,2.6708,72.8944,80.98,79,44,7.05
416,Katobu,ID,2021-12-02 01:02:03,-4.9408,122.5276,80.22,88,100,2.01
417,Tukrah,LY,2021-12-02 01:06:01,32.5341,20.5791,60.55,76,15,7.0
418,Rudnogorsk,RU,2021-12-02 01:06:01,57.2639,103.7519,6.51,91,100,2.55
419,Hailar,CN,2021-12-02 01:06:02,49.2,119.7,14.63,81,100,19.35
420,Adre,TD,2021-12-02 01:06:02,13.4667,22.2,69.39,25,5,18.32
421,Bereda,ES,2021-12-02 01:06:02,43.2686,-7.5406,46.99,100,100,6.31
422,Odweyne,SO,2021-12-02 01:06:03,9.4092,45.064,61.43,14,51,10.04
423,Homer,US,2021-12-02 01:06:03,59.6425,-151.5483,19.78,93,90,14.97
424,Hambantota,LK,2021-12-02 01:06:03,6.1241,81.1185,73.74,100,0,2.3
425,Ancud,CL,2021-12-02 01:01:37,-41.8697,-73.8203,49.06,74,100,5.88
426,Boende,CD,2021-12-02 01:06:04,-0.2167,20.8667,68.77,98,100,2.37
427,Erenhot,CN,2021-12-02 01:05:19,43.6475,111.9767,23.86,55,15,16.96
428,Lesnyye Polyany,RU,2021-12-02 01:06:04,55.9667,37.8667,22.35,90,100,9.44
429,Kjollefjord,NO,2021-12-02 01:06:04,70.9457,27.3465,33.33,63,100,25.68
430,Isiolo,KE,2021-12-02 01:06:05,0.3546,37.5822,67.33,76,100,2.8
431,Punto Fijo,VE,2021-12-02 01:06:05,11.6956,-70.1996,80.85,79,34,16.78
432,Lebedinyy,RU,2021-12-02 01:06:05,58.5167,125.5167,-6.02,100,100,3.27
433,Ucluelet,CA,2021-12-02 01:06:05,48.9329,-125.5528,52.09,95,100,1.99
434,Rocha,UY,2021-12-02 01:01:27,-34.4833,-54.3333,55.58,79,80,4.25
435,Lakes Entrance,AU,2021-12-02 01:06:06,-37.8811,147.981,89.17,46,0,9.22
436,Hasaki,JP,2021-12-02 01:06:06,35.7333,140.8333,52.29,36,0,19.91
437,Lorengau,PG,2021-12-02 01:06:07,-2.0226,147.2712,86.25,67,68,3.33
438,Saldanha,ZA,2021-12-02 01:06:07,-33.0117,17.9442,60.62,75,0,20.65
439,Berdigestyakh,RU,2021-12-02 01:06:07,62.0989,126.6992,-20.43,99,96,3.33
440,Kuressaare,EE,2021-12-02 01:06:08,58.2481,22.5039,32.95,99,90,7.0
441,Imperia,IT,2021-12-02 01:06:08,43.9667,7.7833,44.4,73,100,2.93
442,Fort Nelson,CA,2021-12-02 01:06:08,58.8053,-122.7002,-11.47,100,49,1.1
443,Barra Do Corda,BR,2021-12-02 01:06:08,-5.5,-45.25,78.94,64,100,0.78
444,Nioro,GM,2021-12-02 01:06:09,13.35,-15.75,75.61,32,64,6.55
445,Chakrata,IN,2021-12-02 01:06:09,30.7,77.85,45.86,26,100,3.65
446,Sretensk,RU,2021-12-02 01:06:09,52.2453,117.7093,12.74,72,100,4.65
447,Walvis Bay,NA,2021-12-02 01:06:10,-22.9575,14.5053,58.08,93,0,9.8
448,Nabire,ID,2021-12-02 01:06:10,-3.3667,135.4833,84.67,68,99,2.35
449,Babstovo,RU,2021-12-02 01:06:11,48.1167,132.4833,7.77,80,100,5.86
450,Muravlenko,RU,2021-12-02 01:06:11,63.7898,74.523,29.66,98,100,7.58
451,Gao,ML,2021-12-02 01:02:16,16.6362,1.637,71.96,18,0,11.54
452,Woodward,US,2021-12-02 01:06:11,36.4337,-99.3904,57.96,38,1,6.91
453,Castelvetrano,IT,2021-12-02 01:07:12,37.6826,12.7916,58.8,86,7,7.45
454,Plettenberg Bay,ZA,2021-12-02 01:07:12,-34.0527,23.3716,61.7,89,100,7.7
455,San Carlos De Bariloche,AR,2021-12-02 01:07:12,-41.1456,-71.3082,47.95,66,40,13.8
456,Maridi,SS,2021-12-02 01:07:12,4.9158,29.4742,70.63,76,19,1.41
457,San,ML,2021-12-02 01:07:13,13.3034,-4.8956,78.22,15,88,7.27
458,Vila,PT,2021-12-02 01:07:13,42.0304,-8.1588,41.32,92,100,7.29
459,Hovd,MN,2021-12-02 01:07:13,48.0056,91.6419,14.47,64,2,1.12
460,Nome,US,2021-12-02 01:07:14,64.5011,-165.4064,-7.53,60,1,0.0
461,Temir,KZ,2021-12-02 01:07:14,49.1414,57.13,35.08,93,100,14.97
462,Hecun,CN,2021-12-02 01:07:14,36.5333,114.1111,42.51,25,0,14.61
463,Pemangkat,ID,2021-12-02 01:03:29,1.1667,108.9667,81.01,78,62,5.35
464,Lieksa,FI,2021-12-02 01:07:15,63.3167,30.0167,16.02,91,91,12.68
465,Goundam,ML,2021-12-02 01:07:15,16.4145,-3.6708,74.75,13,62,9.13
466,Awbari,LY,2021-12-02 01:07:15,26.5921,12.7805,55.54,27,76,8.59
467,Katherine,AU,2021-12-02 01:07:16,-14.4667,132.2667,93.52,40,0,3.44
468,Cotonou,BJ,2021-12-02 01:07:16,6.3654,2.4183,80.92,83,98,10.85
469,Springbok,ZA,2021-12-02 01:07:16,-29.6643,17.8865,50.27,77,100,2.1
470,Yining,CN,2021-12-02 01:07:17,29.0361,114.5636,45.72,50,45,1.23
471,Huangnihe,CN,2021-12-02 01:07:17,43.5583,128.0239,23.45,66,0,16.17
472,Huallanca,PE,2021-12-02 01:07:17,-9.8993,-76.9417,50.23,88,100,1.77
473,Tahta,EG,2021-12-02 01:07:18,26.7693,31.5021,60.66,58,100,10.25
474,Salinas,US,2021-12-02 01:07:18,36.6777,-121.6555,70.99,42,1,0.0
475,Quatre Cocos,MU,2021-12-02 01:07:18,-20.2078,57.7625,77.11,76,28,12.88
476,Aras,ES,2021-12-02 01:07:19,42.5617,-2.356,41.72,88,40,18.41
477,Itarema,BR,2021-12-02 01:07:19,-2.9248,-39.9167,80.51,78,97,13.53
478,Grand Island,US,2021-12-02 01:06:17,40.925,-98.342,58.3,39,1,1.99
479,Ilo,PE,2021-12-02 01:07:19,-17.6394,-71.3375,65.43,80,100,4.32
480,Tombouctou,ML,2021-12-02 01:07:20,20.0,-3.0,70.74,17,100,10.65
481,Taltal,CL,2021-12-02 01:07:20,-25.4,-70.4833,64.02,74,6,4.18
482,Hue,VN,2021-12-02 01:02:53,16.4667,107.6,64.51,94,75,6.91
483,Ayan,RU,2021-12-02 01:07:20,56.45,138.1667,5.2,75,100,19.15
484,Chunoyar,RU,2021-12-02 01:07:20,57.4467,97.3217,22.77,95,100,7.74
485,Nyurba,RU,2021-12-02 01:07:21,63.2842,118.3319,-20.31,96,100,2.17
486,Linxia,CN,2021-12-02 01:07:21,35.6003,103.2064,24.82,65,100,2.42
487,Gejiu,CN,2021-12-02 01:07:21,23.306,103.1635,41.49,90,88,3.51
488,Ibotirama,BR,2021-12-02 01:04:03,-12.1853,-43.2206,73.69,90,100,1.12
489,Pumiao,CN,2021-12-02 01:07:22,22.75,108.4833,56.57,40,19,3.24
490,Maniitsoq,GL,2021-12-02 01:07:22,65.4167,-52.9,35.42,65,100,16.62
491,Espeland,NO,2021-12-02 01:07:22,60.3833,5.4667,31.95,80,0,8.05
492,Jijiga,ET,2021-12-02 01:07:23,9.35,42.8,56.1,23,100,4.25
493,Pilar,BR,2021-12-02 01:05:12,-9.5972,-35.9567,76.93,83,67,7.05
494,Dingle,PH,2021-12-02 01:07:23,10.9995,122.6711,78.13,92,100,11.27
495,Saint-Pierre,RE,2021-12-02 01:07:23,-21.3393,55.4781,73.08,65,75,5.75
496,Sola,VU,2021-12-02 01:07:24,-13.8833,167.55,81.16,73,6,3.15
497,Altay,CN,2021-12-02 01:07:24,47.8667,88.1167,20.41,48,54,8.39
498,Ketchikan,US,2021-12-02 01:07:24,55.3422,-131.6461,37.87,70,90,6.91
499,Cizre,TR,2021-12-02 01:07:25,37.3272,42.1903,49.75,80,5,0.43
500,Leningradskiy,RU,2021-12-02 01:07:25,69.3833,178.4167,-14.6,90,100,5.88
501,Coffs Harbour,AU,2021-12-02 01:11:25,-30.3,153.1333,79.12,69,75,17.27
502,Wuwei,CN,2021-12-02 01:11:25,37.9281,102.6414,27.09,25,6,3.09
503,Karlskrona,SE,2021-12-02 01:11:25,56.1616,15.5866,34.25,98,100,6.91
504,Ozernovskiy,RU,2021-12-02 01:11:26,51.5,156.5167,42.17,94,100,22.66
505,Placido De Castro,BR,2021-12-02 01:11:26,-10.3353,-67.1856,74.97,86,100,2.86
506,Vila Velha,BR,2021-12-02 01:06:53,-20.3297,-40.2925,76.95,93,90,0.0
507,Mackay,AU,2021-12-02 01:11:27,-21.15,149.2,91.69,66,0,7.74
508,Mandalgovi,MN,2021-12-02 01:11:27,45.7625,106.2708,20.95,35,10,10.65
509,Asmar,AF,2021-12-02 01:11:27,35.0333,71.3581,50.34,23,2,11.81
510,Ribeira Brava,PT,2021-12-02 01:11:28,32.65,-17.0667,65.71,73,19,6.82
511,Erdenet,MN,2021-12-02 01:11:28,49.0333,104.0833,14.54,74,100,3.51
512,Hukuntsi,BW,2021-12-02 01:11:28,-24.0,21.75,76.66,42,100,6.8
513,Havoysund,NO,2021-12-02 01:11:29,70.9963,24.6622,31.08,62,100,27.2
514,Saint-Augustin,CA,2021-12-02 01:11:29,51.226,-58.6502,14.5,92,100,2.24
